Accession,Description,MW_kDa,Area_1,Area_2,Area_3,PSM_1,PSM_2,PSM_3,NormPSM_1,NormPSM_2,NormPSM_3,AVERAGE_NormPSM,SD_NormPSM,Functional_Category,SEM_NormPSM
A0A8J5GJN2,TRASH domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_034607 PE=3 SV=1,18.5,2665892.75,1875584.125,2379454.25,12.0,14.0,14.0,12.812880765883376,13.658581842279656,13.481684981684982,13.317715863282672,0.44605715048262556,Other,0.2575312159051013
A0A8J5GJI2,NAC-A/B domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_033160 PE=4 SV=1,19.4,2992292.75,2687481.0,3956415.5,8.0,8.0,8.0,8.541920510588918,7.804903909874088,7.703819989534276,8.016881469999094,0.4574975249609864,Other,0.26413631918981306
A0A8J5GHX5,60S ribosomal protein L21 OS=Zingiber officinale OX=94328 GN=ZIOFF_041737 PE=3 SV=1,18.8,18347922.0,10747069.0625,0.0,25.0,22.0,,26.69350159559037,21.463485752153744,0.0,24.078493673872057,3.6981796686071022,Protein Synthesis,2.1351450271819115
A0A8J5GH08,Elongation factor 1-alpha OS=Zingiber officinale OX=94328 GN=ZIOFF_031892 PE=3 SV=1,49.3,28750878.5234375,632072.1875,1039889.25,18.0,20.0,19.0,19.219321148825067,19.512259774685223,18.296572475143904,19.009384466218066,0.6344517007578598,Protein Synthesis,0.3663008602203663
A0A8J5GGW1,60S ribosomal protein L38 OS=Zingiber officinale OX=94328 GN=ZIOFF_032075 PE=3 SV=1,8.0,9639444.875,3012768.5,3461665.75,8.0,5.0,5.0,8.541920510588918,4.878064943671306,4.814887493458922,6.078290982573049,2.1337995890049286,Protein Synthesis,1.2319497671087085
A0A8J5GGD7,catalase OS=Zingiber officinale OX=94328 GN=ZIOFF_032490 PE=3 SV=1,57.0,1033168.671875,622103.6875,2549578.421875,3.0,3.0,6.0,3.203220191470844,2.9268389662027836,5.777864992150707,3.969308049941445,1.5723407090481856,Antioxidant,0.907791331626777
A0A8J5GFI0,60S ribosomal protein L12 OS=Zingiber officinale OX=94328 GN=ZIOFF_037163 PE=3 SV=1,39.2,655373.8125,457720.90625,599972.625,4.0,4.0,4.0,4.270960255294459,3.902451954937044,3.851909994767138,4.008440734999547,0.2287487624804932,Protein Synthesis,0.13206815959490653
A0A8J5GEV4,NAC-A/B domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_036713 PE=4 SV=1,21.7,623714.0,687143.5,801620.0625,8.0,8.0,8.0,8.541920510588918,7.804903909874088,7.703819989534276,8.016881469999094,0.4574975249609864,Other,0.26413631918981306
A0A8J5GEE1,Proteasome subunit beta OS=Zingiber officinale OX=94328 GN=ZIOFF_041991 PE=3 SV=1,22.9,6980957.53125,7819809.0625,8457183.84375,16.0,16.0,18.0,17.083841021177836,15.609807819748177,17.33359497645212,16.675747939126044,0.9315393245152152,Other,0.5378244797695817
A0A8J5GDN3,phosphopyruvate hydratase OS=Zingiber officinale OX=94328 GN=ZIOFF_036194 PE=3 SV=1,58.6,1975182.75,1522998.03125,858236.2578125,4.0,4.0,6.0,4.270960255294459,3.902451954937044,5.777864992150707,4.650425734127404,0.9936242007203604,Other,0.5736691997592268
A0A8J5GDJ1,40S ribosomal protein S27 OS=Zingiber officinale OX=94328 GN=ZIOFF_041292 PE=3 SV=1,9.6,3960066.0,2810599.828125,483787.6875,8.0,6.0,7.0,8.541920510588918,5.853677932405567,6.740842490842491,7.045480311278992,1.3697682982970871,Protein Synthesis,0.7908360957492389
A0A8J5GDF9,DNA/RNA-binding protein Alba-like domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_041168 PE=4 SV=1,14.5,1092101.75,831082.5,1869719.4375,4.0,4.0,5.0,4.270960255294459,3.902451954937044,4.814887493458922,4.329433234563475,0.45901957471100674,Other,0.26501507502270727
A0A8J5GCG7,60S ribosomal protein L13a OS=Zingiber officinale OX=94328 GN=ZIOFF_044881 PE=3 SV=1,23.8,3332634.96875,0.0,332057.125,31.0,13.0,15.0,33.09994197853206,12.682968853545393,14.444662480376765,20.07585777081807,11.313530315331436,Protein Synthesis,6.531869773041596
A0A8J5GC50,Ribosomal protein L3 OS=Zingiber officinale OX=94328 GN=ZIOFF_040112 PE=3 SV=1,108.9,34450356.53125,6819278.28125,6086121.625,70.0,65.0,72.0,74.74180446765304,63.41484426772698,69.33437990580848,69.1636762137295,5.665409222249027,Protein Synthesis,3.270925539534864
A0A8J5GBR1,Proteasome subunit alpha type OS=Zingiber officinale OX=94328 GN=ZIOFF_044243 PE=3 SV=1,30.4,11114767.96875,5663293.46875,7227194.5625,22.0,12.0,21.0,23.490281404119525,11.707355864811134,20.222527472527474,18.473388247152712,6.083087175812118,Other,3.5120720184590866
A0A8J5GBE2,40S ribosomal protein S23 OS=Zingiber officinale OX=94328 GN=ZIOFF_040175 PE=3 SV=1,15.7,78086852.0,89230349.875,60246549.25,14.0,24.0,24.0,14.948360893530607,23.41471172962227,23.111459968602826,20.491510863918567,4.8029026747685855,Protein Synthesis,2.7729571521692167
A0A8J5GB79,Transaldolase OS=Zingiber officinale OX=94328 GN=ZIOFF_039414 PE=3 SV=1,52.9,2275870.859375,795334.625,383790.21875,8.0,6.0,3.0,8.541920510588918,5.853677932405567,2.8889324960753533,5.76151031302328,2.8276208242275795,Other,1.6325276440339846
A0A8J5GAH3,"Alpha-1,4 glucan phosphorylase OS=Zingiber officinale OX=94328 GN=ZIOFF_035032 PE=3 SV=1",110.9,959283.875,561813.1875,770025.625,19.0,16.0,19.0,20.287061212648677,15.609807819748177,18.296572475143904,18.064480502513586,2.3472483545993685,Other,1.3551844693828516
A0A8J5GAH1,Large ribosomal subunit protein uL6 alpha-beta domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_043352 PE=3 SV=1,21.4,6050767.65625,4155519.65625,4918943.46875,31.0,32.0,35.0,33.09994197853206,31.219615639496354,33.70421245421245,32.67459002408029,1.2957617631305924,Protein Synthesis,0.7481084027490716
A0A8J5GAC2,60S acidic ribosomal protein P2 OS=Zingiber officinale OX=94328 GN=ZIOFF_043261 PE=3 SV=1,33.3,1434837.875,1441097.75,970835.3125,4.0,4.0,4.0,4.270960255294459,3.902451954937044,3.851909994767138,4.008440734999547,0.2287487624804932,Protein Synthesis,0.13206815959490653
A0A8J5GA92,Small ribosomal subunit protein uS17 N-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_043180 PE=3 SV=1,37.4,106707096.25,79506484.0625,6392694.5,23.0,26.0,15.0,24.55802146794314,25.365937707090787,14.444662480376765,21.45620721847023,6.0855979059648755,Protein Synthesis,3.513521589188644
A0A8J5G8G5,40S ribosomal protein S24 OS=Zingiber officinale OX=94328 GN=ZIOFF_041514 PE=3 SV=1,15.8,15979251.0,20511035.0,28989055.0,16.0,38.0,17.0,17.083841021177836,37.07329357190192,16.370617477760334,23.50925069028003,11.752217511030816,Protein Synthesis,6.785145943568676
A0A8J5G803,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_031296 PE=3 SV=1,32.1,2887531.984375,2815856.75,2469456.0,5.0,5.0,4.0,5.3387003191180735,4.878064943671306,3.851909994767138,4.689558419185506,0.7611093216326936,Other,0.43942667172736916
A0A8J5G7G1,peroxidase OS=Zingiber officinale OX=94328 GN=ZIOFF_045694 PE=3 SV=1,38.5,533652.5,551091.75,769858.25,14.0,13.0,14.0,14.948360893530607,12.682968853545393,13.481684981684982,13.704338242920329,1.148991353214263,Antioxidant,0.6633704670748072
A0A8J5G7A1,RNA helicase OS=Zingiber officinale OX=94328 GN=ZIOFF_041200 PE=3 SV=1,68.3,452332.84375,347171.8125,459353.40625,5.0,8.0,8.0,5.3387003191180735,7.804903909874088,7.703819989534276,6.949141406175479,1.3955983881116378,Other,0.8057491050568619
A0A8J5G786,4-alpha-glucanotransferase OS=Zingiber officinale OX=94328 GN=ZIOFF_045068 PE=3 SV=1,114.3,2236997.171875,1386885.1953125,2213277.84375,12.0,8.0,10.0,12.812880765883376,7.804903909874088,9.629774986917845,10.082519887558435,2.5345002478542424,Other,1.4632944003598203
A0A8J5G6W2,60S acidic ribosomal protein P3 OS=Zingiber officinale OX=94328 GN=ZIOFF_040928 PE=4 SV=1,12.2,4684313.375,3513975.875,2881671.0,5.0,6.0,6.0,5.3387003191180735,5.853677932405567,5.777864992150707,5.6567477478914485,0.2780333175889867,Protein Synthesis,0.16052261075368618
A0A8J5G5M9,60S ribosomal protein L13a OS=Zingiber officinale OX=94328 GN=ZIOFF_040772 PE=3 SV=1,23.8,0.0,366102.8125,0.0,,14.0,,0.0,13.658581842279656,0.0,13.658581842279656,0.0,Protein Synthesis,0.0
A0A8J5G4S6,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_039426 PE=4 SV=1,65.3,0.0,643611.953125,0.0,,2.0,,0.0,1.951225977468522,0.0,1.951225977468522,0.0,Other,0.0
A0A8J5G4P2,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_041259 PE=3 SV=1,64.8,171461.5,0.0,144654.09375,6.0,7.0,5.0,6.406440382941688,6.829290921139828,4.814887493458922,6.016872932513479,1.0622040252173812,Other,0.6132637798935591
A0A8J5G4L7,Calreticulin OS=Zingiber officinale OX=94328 GN=ZIOFF_052820 PE=3 SV=1,48.2,1209200.703125,587764.2265625,405772.96875,5.0,5.0,6.0,5.3387003191180735,4.878064943671306,5.777864992150707,5.3315434183133625,0.449942716056977,Other,0.259774548235407
A0A8J5G4F1,Plasma membrane ATPase OS=Zingiber officinale OX=94328 GN=ZIOFF_046082 PE=3 SV=1,111.6,0.0,972019.28125,0.0,,4.0,,0.0,3.902451954937044,0.0,3.902451954937044,0.0,Other,0.0
A0A8J5G4A9,14-3-3 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_040616 PE=3 SV=1,29.4,785503.609375,1014050.25,1122858.78125,9.0,11.0,7.0,9.609660574412533,10.731742876076872,6.740842490842491,9.027415313777299,2.0581736148500935,Other,1.1882870905726868
A0A8J5G435,aldehyde dehydrogenase (NAD(+)) OS=Zingiber officinale OX=94328 GN=ZIOFF_040948 PE=3 SV=1,65.1,0.0,401761.578125,785820.44140625,,5.0,5.0,0.0,4.878064943671306,4.814887493458922,4.846476218565114,0.0446732034632518,Other,0.02579208604507135
A0A8J5G3L7,F-ATPase gamma subunit OS=Zingiber officinale OX=94328 GN=ZIOFF_052246 PE=3 SV=1,35.0,502318.96875,2707501.515625,3631414.66015625,8.0,12.0,14.0,8.541920510588918,11.707355864811134,13.481684981684982,11.243653785695011,2.502315521893312,Other,1.4447125401624827
A0A8J5G3D1,UDP-arabinopyranose mutase OS=Zingiber officinale OX=94328 GN=ZIOFF_052092 PE=3 SV=1,59.3,521437.640625,3027429.203125,591594.125,17.0,18.0,13.0,18.15158108500145,17.5610337972167,12.518707482993197,16.077107455070447,3.095778463607684,Exosome Marker,1.7873485293153426
A0A8J5G397,60S ribosomal export protein NMD3 OS=Zingiber officinale OX=94328 GN=ZIOFF_038752 PE=3 SV=1,58.9,2106695.5625,1568087.4921875,986533.8671875,7.0,8.0,5.0,7.4741804467653035,7.804903909874088,4.814887493458922,6.697990616699438,1.6391773948634443,Protein Synthesis,0.946379510173959
A0A8J5G2I2,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_044641 PE=3 SV=1,12.9,498036.7890625,541106.1484375,648789.6875,4.0,5.0,6.0,4.270960255294459,4.878064943671306,5.777864992150707,4.97563006370549,0.7581752343458709,Other,0.4377326756424962
A0A8J5G1M8,40S ribosomal protein SA OS=Zingiber officinale OX=94328 GN=ZIOFF_044709 PE=3 SV=1,28.3,539040.875,386980.59375,679580.3125,29.0,26.0,28.0,30.964461850884827,25.365937707090787,26.963369963369964,27.764589840448526,2.8839786954363134,Protein Synthesis,1.6650658761473014
A0A8J5G1A6,Histone H3 OS=Zingiber officinale OX=94328 GN=ZIOFF_041798 PE=3 SV=1,14.4,0.0,20975667.5,0.0,,4.0,2.0,0.0,3.902451954937044,1.925954997383569,2.9142034761603064,1.3975944016806434,Other,0.8069015040282335
A0A8J5FZT9,Large ribosomal subunit protein uL15/eL18 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_038673 PE=3 SV=1,21.0,94455947.25,80271296.0,108079143.0,19.0,20.0,23.0,20.287061212648677,19.512259774685223,22.14848246991104,20.649267819081647,1.3549216744940225,Protein Synthesis,0.7822643934999824
A0A8J5FY14,Actin OS=Zingiber officinale OX=94328 GN=ZIOFF_045132 PE=3 SV=1,49.9,3139857.671875,2901825.640625,2479562.75,8.0,6.0,5.0,8.541920510588918,5.853677932405567,4.814887493458922,6.403495312151136,1.9233871531745697,Other,1.1104680906412059
A0A8J5FXT1,Subtilisin-like protease OS=Zingiber officinale OX=94328 GN=ZIOFF_044766 PE=3 SV=1,83.8,1086555.84375,1046614.25,957946.09375,3.0,3.0,3.0,3.203220191470844,2.9268389662027836,2.8889324960753533,3.0063305512496608,0.17156157186036974,Other,0.0990511196961798
A0A8J5FXH6,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_039424 PE=4 SV=1,15.7,21214987.8125,11964305.71875,11608884.5625,25.0,22.0,22.0,26.69350159559037,21.463485752153744,21.185504971219256,23.114164106321123,3.1029116931051113,Other,1.7914669012858735
A0A8J5FXD2,40S ribosomal protein S16 OS=Zingiber officinale OX=94328 GN=ZIOFF_039359 PE=3 SV=1,16.5,18627224.125,18256885.5,19553263.25,35.0,31.0,30.0,37.37090223382652,30.24400265076209,28.88932496075353,32.168076615114046,4.556405790203489,Protein Synthesis,2.6306421095111543
A0A8J5FWV4,Large ribosomal subunit protein uL6 alpha-beta domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_049425 PE=3 SV=1,21.6,34971340.875,24249221.5,26601024.375,26.0,23.0,24.0,27.761241659413983,22.439098740888006,23.111459968602826,24.437266789634936,2.898210500692713,Protein Synthesis,1.673282612743138
A0A8J5FW69,40S ribosomal protein S7 OS=Zingiber officinale OX=94328 GN=ZIOFF_046842 PE=3 SV=1,19.6,400174.53125,338197.09375,440569.3125,21.0,33.0,25.0,22.42254134029591,32.195228628230616,24.07443746729461,26.23073581194038,5.23102008410226,Protein Synthesis,3.020130853692779
A0A8J5FW22,Ribosomal protein L19 OS=Zingiber officinale OX=94328 GN=ZIOFF_046464 PE=3 SV=1,23.3,1668063.59375,2435516.90625,3217408.640625,11.0,11.0,10.0,11.745140702059762,10.731742876076872,9.629774986917845,10.702219521684826,1.0579918471048764,Protein Synthesis,0.6108318777264298
A0A8J5FVT2,malate dehydrogenase OS=Zingiber officinale OX=94328 GN=ZIOFF_043901 PE=3 SV=1,44.0,539354.8125,630628.625,449512.375,5.0,5.0,4.0,5.3387003191180735,4.878064943671306,3.851909994767138,4.689558419185506,0.7611093216326936,Other,0.43942667172736916
A0A8J5FVS0,60S ribosomal protein L13a OS=Zingiber officinale OX=94328 GN=ZIOFF_052721 PE=3 SV=1,23.6,981194.65625,859792.234375,1495104.09375,33.0,18.0,20.0,35.235422106179286,17.5610337972167,19.25954997383569,24.018668625743896,9.751046522358694,Protein Synthesis,5.629769334564356
A0A8J5FVC5,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_044510 PE=3 SV=1,80.2,7964413.28125,232914.375,0.0,18.0,17.0,,19.219321148825067,16.58542080848244,0.0,17.902370978653753,1.8624487916258274,Other,1.0752853111970648
A0A8J5FU54,Small ribosomal subunit protein uS5 OS=Zingiber officinale OX=94328 GN=ZIOFF_051824 PE=3 SV=1,29.6,2164583.25,1598784.75,2395038.8125,47.0,52.0,60.0,50.18378299970989,50.73187541418157,57.77864992150706,52.898102778466175,4.2355526953732685,Protein Synthesis,2.4453974888406016
A0A8J5FU49,Large ribosomal subunit protein uL2 C-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_042959 PE=3 SV=1,28.2,28674698.0,16764119.0,31517564.0,27.0,29.0,29.0,28.828981723237597,28.29277667329357,27.926347462061745,28.349368619530967,0.4539704160474793,Protein Synthesis,0.2620999419091386
A0A8J5FTJ8,Ribosomal protein L10e/L16 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_051895 PE=3 SV=1,39.3,9818950.0,8408794.75,9269160.75,29.0,24.0,25.0,30.964461850884827,23.41471172962227,24.07443746729461,26.15120368260057,4.181435179236071,Protein Synthesis,2.414152726330917
A0A8J5FTG1,Vacuolar proton pump subunit B OS=Zingiber officinale OX=94328 GN=ZIOFF_042554 PE=3 SV=1,54.9,0.0,276601.25,883330.5625,5.0,6.0,5.0,5.3387003191180735,5.853677932405567,4.814887493458922,5.33575524832752,0.5194014816047523,Other,0.29987658522199423
A0A8J5FT70,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_039293 PE=3 SV=1,11.6,0.0,979111.40625,1282297.625,,3.0,3.0,0.0,2.9268389662027836,2.8889324960753533,2.9078857311390687,0.026803922077951268,Other,0.015475251627042918
A0A8J5FSE5,Glucose-6-phosphate 1-dehydrogenase OS=Zingiber officinale OX=94328 GN=ZIOFF_047040 PE=3 SV=1,54.6,2055690.90625,1817309.4375,1019836.1484375,6.0,6.0,7.0,6.406440382941688,5.853677932405567,6.740842490842491,6.333653602063248,0.4480386981496463,Other,0.2586752629840678
A0A8J5FQL5,Ribulose bisphosphate carboxylase large chain OS=Zingiber officinale OX=94328 GN=ZIOFF_048047 PE=3 SV=1,54.0,11405462.375,3523172.84375,1913338.8125,16.0,7.0,4.0,17.083841021177836,6.829290921139828,3.851909994767138,9.255013979028266,6.941476711557944,Other,4.007663447991497
A0A8J5FQI7,Ribosomal protein eL8/eL30/eS12/Gadd45 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_050866 PE=3 SV=1,20.8,27160435.0,17799653.0,19578250.8125,17.0,15.0,13.0,18.15158108500145,14.634194831013914,12.518707482993197,15.101494466336186,2.8453634154409144,Protein Synthesis,1.642771333847125
A0A8J5FPS2,2Fe-2S ferredoxin-type domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_052789 PE=3 SV=1,56.5,1358549.625,737603.4375,1470785.5,28.0,31.0,43.0,29.896721787061214,30.24400265076209,41.40803244374673,33.84958562719001,6.5481096286340765,Other,3.780552856775065
A0A8J5FPQ4,60S ribosomal protein L44 OS=Zingiber officinale OX=94328 GN=ZIOFF_048454 PE=3 SV=1,12.2,21067391.0,8841487.875,0.0,6.0,8.0,,6.406440382941688,7.804903909874088,0.0,7.105672146407889,0.9888630431359563,Protein Synthesis,0.570920344146217
A0A8J5FPL3,superoxide dismutase OS=Zingiber officinale OX=94328 GN=ZIOFF_052687 PE=3 SV=1,30.9,0.0,786895.046875,0.0,,2.0,,0.0,1.951225977468522,0.0,1.951225977468522,0.0,Antioxidant,0.0
A0A8J5FP67,Ribulose bisphosphate carboxylase large chain OS=Zingiber officinale OX=94328 GN=ZIOFF_048115 PE=3 SV=1,46.0,6555480.0,1164795.5,0.0,10.0,2.0,,10.677400638236147,1.951225977468522,0.0,6.314313307852334,6.17033727644701,Other,3.562445887547464
A0A8J5FMP7,proteasome endopeptidase complex OS=Zingiber officinale OX=94328 GN=ZIOFF_046463 PE=4 SV=1,41.7,2876085.234375,2281546.515625,0.0,6.0,4.0,,6.406440382941688,3.902451954937044,0.0,5.154446168939366,1.7705871974547271,Other,1.0222489950741918
A0A8J5FMM7,Ribosomal protein eL8/eL30/eS12/Gadd45 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_052749 PE=3 SV=1,32.0,19724876.125,15146782.265625,16373513.8125,50.0,50.0,46.0,53.38700319118074,48.780649436713055,44.29696493982208,48.82153918923863,4.545157074479064,Protein Synthesis,2.6241476604596197
A0A8J5FLE4,Alba DNA/RNA-binding protein OS=Zingiber officinale OX=94328 GN=ZIOFF_050592 PE=4 SV=1,20.2,564174.3125,1225918.9375,1657373.5625,4.0,6.0,6.0,4.270960255294459,5.853677932405567,5.777864992150707,5.300834393283577,0.8927023331165004,Other,0.5154019323310185
A0A8J5FKU9,Small ribosomal subunit protein uS7c OS=Zingiber officinale OX=94328 GN=ZIOFF_055390 PE=3 SV=1,22.0,29702388.578125,26283300.125,20629498.1875,48.0,65.0,71.0,51.251523063533504,63.41484426772698,68.3714024071167,61.0125899127924,8.809125193460675,Protein Synthesis,5.085950801769635
A0A8J5FKD9,DCD domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_050454 PE=4 SV=1,55.8,1004419.8125,1148886.0,0.0,5.0,5.0,,5.3387003191180735,4.878064943671306,0.0,5.10838263139469,0.3257183976328208,Other,0.18805360455332265
A0A8J5FJV3,Ribosomal protein L37 OS=Zingiber officinale OX=94328 GN=ZIOFF_051035 PE=3 SV=1,10.9,13956716.75,5719109.75,0.0,5.0,2.0,,5.3387003191180735,1.951225977468522,0.0,3.644963148293298,2.395306078075834,Protein Synthesis,1.3829306089686295
A0A8J5FJT5,40S ribosomal protein S7 OS=Zingiber officinale OX=94328 GN=ZIOFF_050055 PE=3 SV=1,19.6,1604232.125,772696.8125,1373734.375,21.0,32.0,25.0,22.42254134029591,31.219615639496354,24.07443746729461,25.905531482362292,4.675661239378405,Protein Synthesis,2.6994942751946214
A0A8J5FJR1,Large ribosomal subunit protein eL14 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_054020 PE=3 SV=1,15.6,14124290.0,11221086.5,9973904.25,34.0,37.0,53.0,36.3031621700029,36.09768058316766,51.03780743066457,41.146216727945045,8.566984921384364,Protein Synthesis,4.946151050504728
A0A8J5FJF7,phosphoglycerate kinase OS=Zingiber officinale OX=94328 GN=ZIOFF_055609 PE=3 SV=1,42.1,943071.25,1837003.78125,2277544.5,3.0,6.0,8.0,3.203220191470844,5.853677932405567,7.703819989534276,5.586906037803563,2.262128437643253,Other,1.3060404624148396
A0A8J5FJ89,RNA helicase OS=Zingiber officinale OX=94328 GN=ZIOFF_051780 PE=3 SV=1,50.9,731367.90625,655229.171875,473917.0,2.0,3.0,2.0,2.1354801276472295,2.9268389662027836,1.925954997383569,2.3294246970778603,0.5278759814279793,Other,0.3047693399761818
A0A8J5FIK8,Malate dehydrogenase OS=Zingiber officinale OX=94328 GN=ZIOFF_056829 PE=3 SV=1,36.2,0.0,0.0,0.0,13.0,10.0,10.0,13.880620829706992,9.756129887342611,9.629774986917845,11.088841901322482,2.418576767221623,Other,1.396365947611179
A0A8J5FIH5,Large ribosomal subunit protein uL4 C-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_053302 PE=3 SV=1,45.1,156753471.28125,130068045.0,155028898.25,73.0,71.0,63.0,77.94502465912387,69.26852220013254,60.667582417582416,69.29370975894628,8.638748660094755,Protein Synthesis,4.987583864367227
A0A8J5FI92,Heat shock 70 kDa protein 14 OS=Zingiber officinale OX=94328 GN=ZIOFF_054833 PE=3 SV=1,102.0,0.0,404748.09375,0.0,,2.0,,0.0,1.951225977468522,0.0,1.951225977468522,0.0,Anti-stress/HSP,0.0
A0A8J5FHS9,Dihydrolipoyl dehydrogenase OS=Zingiber officinale OX=94328 GN=ZIOFF_056256 PE=3 SV=1,56.7,1322429.65625,679073.5625,601513.0625,3.0,2.0,3.0,3.203220191470844,1.951225977468522,2.8889324960753533,2.681126221671573,0.6513524113220168,Other,0.37605849001407826
A0A8J5FGY6,Large ribosomal subunit protein uL6 alpha-beta domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_060691 PE=3 SV=1,21.3,4217926.84375,3605242.5625,4739243.78125,32.0,33.0,35.0,34.16768204235567,32.195228628230616,33.70421245421245,33.355707708266245,1.0313751917627596,Protein Synthesis,0.5954647445997312
A0A8J5FGX4,Large ribosomal subunit protein uL15/eL18 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_056287 PE=3 SV=1,25.1,168939639.0,142229704.6875,170218877.125,28.0,38.0,41.0,29.896721787061214,37.07329357190192,39.482077446363164,35.48403093510877,4.9863892322359,Protein Synthesis,2.8788931655156484
A0A8J5FGM1,Ubiquitin-like domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_054895 PE=3 SV=1,25.8,5909645.5,4204178.875,4114017.125,20.0,19.0,21.0,21.354801276472294,18.53664678595096,20.222527472527474,20.037991844983576,1.4181109729094385,Other,0.8187467519500264
A0A8J5FGG2,Large ribosomal subunit protein uL10-like insertion domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_053682 PE=3 SV=1,39.7,36675192.09375,29367154.84375,36783283.8134766,25.0,25.0,26.0,26.69350159559037,24.390324718356528,25.037414965986393,25.373747093311096,1.1878532766546668,Protein Synthesis,0.6858074090343509
A0A8J5FF76,Large ribosomal subunit protein eL20 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_059449 PE=3 SV=1,27.2,37809727.875,30246870.9375,20406596.0,38.0,46.0,54.0,40.574122425297354,44.87819748177601,52.00078492935636,45.81770161214323,5.770975221195333,Protein Synthesis,3.331874097443786
A0A8J5FEF5,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_054721 PE=4 SV=1,40.1,1339035.625,1421958.8125,1035010.875,6.0,4.0,4.0,6.406440382941688,3.902451954937044,3.851909994767138,4.720267444215289,1.4604872498260209,Other,0.8432127068350694
A0A8J5FEC7,Large ribosomal subunit protein eL20 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_053350 PE=3 SV=1,26.0,102285891.875,84395023.25,86886331.875,39.0,47.0,59.0,41.641862489120975,45.853810470510275,56.81567242281528,48.10378179414884,7.833128697644877,Protein Synthesis,4.522458962182253
A0A8J5FE14,Ribosomal eL28/Mak16 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_052971 PE=3 SV=1,16.7,6175095.5,4115375.5,9462849.5,18.0,17.0,18.0,19.219321148825067,16.58542080848244,17.33359497645212,17.712778977919875,1.3572741546721785,Protein Synthesis,0.7836225985641041
A0A8J5FDL5,Proteasome subunit beta OS=Zingiber officinale OX=94328 GN=ZIOFF_058841 PE=3 SV=1,29.6,14751370.34375,12473351.1875,9184771.6875,14.0,13.0,12.0,14.948360893530607,12.682968853545393,11.555729984301413,13.062353243792472,1.7278412856037126,Other,0.9975696313602526
A0A8J5FCW8,Proteasome subunit alpha type OS=Zingiber officinale OX=94328 GN=ZIOFF_059264 PE=3 SV=1,27.2,12552989.21875,3447205.34375,10647017.90625,11.0,10.0,12.0,11.745140702059762,9.756129887342611,11.555729984301413,11.019000191234596,1.0977705399306394,Other,0.6337981167373955
A0A8J5FC83,Large ribosomal subunit protein eL22 OS=Zingiber officinale OX=94328 GN=ZIOFF_055600 PE=3 SV=1,14.5,29722947.25,27051919.0,23710784.0,18.0,13.0,12.0,19.219321148825067,12.682968853545393,11.555729984301413,14.486006662223957,4.13773686800944,Protein Synthesis,2.388923494581089
A0A8J5FBM2,60S ribosomal protein L11 OS=Zingiber officinale OX=94328 GN=ZIOFF_054271 PE=3 SV=1,20.7,5245827.5,8464617.0,7380460.0,26.0,26.0,26.0,27.761241659413983,25.365937707090787,25.037414965986393,26.054864777497055,1.4868669561232073,Protein Synthesis,0.8584430373668933
A0A8J5FB53,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_055901 PE=3 SV=1,70.9,0.0,27587.259765625,3645748.875,,50.0,46.0,0.0,48.780649436713055,44.29696493982208,46.53880718826757,3.1704437124526006,Other,1.8304565308350655
